,,
AlbertGaming,0,"10:49 17/5 "
AlbertGaming,150,"10:51 17/5 "
AlbertGaming,300,"10:52 17/5 "
AlbertGaming,4700,"10:58 17/5 "
AlbertGaming,4150,"12:30 17/5 "
AlbertGaming,14550,"12:36 17/5 "
AlbertGaming,550,"12:51 17/5 "
AlbertGaming,2150,"15:49 17/5 "
AlbertGaming,4500,"15:51 17/5 "
